Exchange,Sector,Ticker,Year,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Fixed assets (Bn. VND),Long-term investments (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Undistributed earnings (Bn. VND),Budget sources and other funds,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),"Inventories, Net (Bn. VND)",Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),symbol_x,Short-term investments (Bn. VND),Long-term loans receivables (Bn. VND),Investment in properties,Other Reserves,MINORITY INTERESTS,Short-term loans receivables (Bn. VND),Other current assets (Bn. VND),Convertible bonds (Bn. VND),Good will (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Goodwill,Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Attributable to parent company,symbol_y,Interest Expenses,Gain/(loss) from joint ventures,Net income from associated companies,Minority Interest,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,Gain on Dividend,Net Cash Flows from Investing Activities,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,symbol,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from disposal of fixed assets,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Increase in charter captial,Finance lease principal payments,Payments for share repurchases,Interest income and dividends,Sentiment Score,Positive Ratio,Negative Ratio,Neutral Ratio,News Volume,Sentiment Change,News Shock
HSX,Real estate,VPH,2018,1724019862351,47239185715,1115875546125,558074909065,2698467946,350224871931,19353533077,34797195617,206350894180,2074244734282,1022860369738,1022000451988,859917750,1051384364544,1051384364544,279383796514,,2074244734282,52806042863,558074909065,0,768787220000,768787220000,0,186993396532,409680094560,0,0,VPH,131753500,0,5157331669,,1832516246,2000000000,,,197693175837,48032104,48032104,,-0.489003080466754,706219358051,146515035706,-0.23164423426176,127207659,706219358051,0,706219358051,-379702101858,326517256193,-22813615756,-63782299967,-60017389767,183888464202,9425447496,-1890858524,7534588972,191423053174,-43240212777,-1669788796,146513051601,146515035706,VPH,-19184634649,3857305840,,-1984105,92688550521,-6649255155,0,127207659,-6522047496,161768574560,-224546098296,-50869953800,-113647477536,-27480974511,74720160226,0,47239185715,VPH,191423053174,5136667860,-22071097153,0,0,-127207659,19184634649,193546050871,-430711213458,262389886689,155433975384,26559182386,-65534268471,-47744503819,0,-1250559061,0,0,0,0,0,,0,0,0.539,0.531,0.18,0.289,666,0.132,-0.013
HSX,Real estate,VPH,2017,1564047880915,74720160226,679826884058,799157038378,10212044753,364474693207,17658420032,26939889777,230723948368,1928522574122,971065944768,788099259635,182966685133,957456629354,957456629354,295993514384,,1928522574122,2344219534,821228135531,10714959901,635797000000,635797000000,181954165933,154254352241,290503452363,737356966,0,VPH,131753500,0,5851869793,,243100351,2000000000,,,219659084263,58032104,58032104,,2.21967672973018,1382042300169,190686453124,1.35864644312551,5049944222,1382042300169,0,1382042300169,-1107996408819,274045891350,-19108688382,-4820763365,-31858873229,223307510596,23900338085,-4775424830,19124913255,242432423851,-47048257003,-4697713724,190686453124,190686453124,VPH,-19108688382,0,,0,288492871043,0,0,5049944222,-253844263778,207400008400,-334434782283,0,-21274113883,13374493382,61345666844,0,74720160226,VPH,242432423851,4372372512,-22512860663,0,0,-5049944222,19108688382,238350679860,-106525961813,229115195416,97851445414,-1940195581,-120628221578,-47668995127,458528452,-519604000,0,0,-258894208000,0,105760660000,,0,0,-0.444,0.18,0.48,0.34,834,-0.983,0.236
HSX,Real estate,VPH,2016,1564987370482,61345666844,540547236764,960466818033,2495895341,183125599222,19625154778,14592136620,17507967803,1748112969704,1095880577920,840763093899,255117484021,652232391784,652232391784,96773037165,,1748112969704,19618310327,1005050775849,10714959901,529830840000,529830840000,253911983477,104078187804,352640408702,2482746940,0,VPH,131753500,0,6546407917,,0,1000000000,,,0,50053032104,50053032104,,0.656438402132617,429248777496,80845712879,-0.255675229643211,343493238,429248777496,0,429248777496,-347868233109,81380544387,-11434916624,-889682623,-33604637846,35794800532,216981954116,-143768537068,73213417048,109008217580,-22530194239,-5632310462,80845712879,80845712879,VPH,-10528339731,0,,0,-247729089406,-4497823622,181818182,343493238,-3972512202,321414165933,-193941336984,-23019203500,104453625449,-147247976159,208593643003,0,61345666844,VPH,109008217580,4232110431,0,0,0,-449746863,10528339731,123318920879,-321050936740,127795487748,-99802645434,733365333,-58196131649,-20527149543,0,0,0,0,0,0,0,,0,0,0.021,0.197,0.18,0.623,769,0.465,0.06
HSX,Real estate,VPH,2015,1536575320510,208593643003,264221639148,1061277481523,2350803336,136001441558,18890341780,14592136620,23661086017,1672576762068,1076536831405,812476998356,264059833049,596039930663,596039930663,117284666044,,1672576762068,25658106015,1105861439339,10714959901,453126750000,453126750000,263174500005,86335786672,215905063225,3003554692,0,VPH,131753500,0,4105285037,,0,3300000000,,,0,53032104,53032104,,-0.0790456675054799,259139595498,108616179521,35.8940807126179,419069445,259139595498,0,259139595498,-199813140619,59326454879,-19292448529,-5384767766,-28725762181,6342545848,457112820774,-313369538155,143743282619,150085828467,-46785351546,5315702600,108616179521,108616179521,VPH,-17540181167,0,,0,378390476148,-2418292000,-459652262,419069445,-2458874817,62568300000,-235698695023,0,-173130395023,202801206308,5792436695,0,208593643003,VPH,150085828467,3574254198,19519731341,0,0,40582817,67902966437,241123363260,-118694047572,338413369014,59227087183,-2288484991,-131582093950,-8099504957,0,-135000000,0,0,0,0,0,,0,0,0.07,0.227,0.18,0.593,735,0.049,-0.028
HSX,Real estate,VPH,2014,1658119450639,5792436695,152885466910,1493843657739,4973863495,54701625560,19230862252,14592136620,16295056007,1712821076199,1225262325057,866497085117,358765239940,487558751142,487558751142,8668486523,,1712821076199,27389171626,1518974368353,1254315017,302086840000,302086840000,357880601896,88263048723,294329356357,927627282,0,VPH,624025800,0,4583570681,,0,0,,,0,0,0,,-0.335183427605254,281381591198,2944000160,-0.530891979794017,5773561062,281381591198,-1584000000,279797591198,-245562512241,34235078957,-13662172898,-5845690396,-20108000317,392776408,5608873143,-24000000,5584873143,5977649551,-5095023807,2061374416,2944000160,2944000160,VPH,-9607637368,0,,0,47907083907,-1613923746,218181818,1768459868,5718717940,65607780490,-105387343175,0,-49451076320,4174725527,1617711168,0,5792436695,VPH,5977649551,3806268297,121089843,0,-218181818,137415994,9607637368,13695227013,7456692985,64677413415,-29518262458,2493740667,-5166716597,-5219459803,0,-511551315,0,0,0,5346000000,0,,-9671513635,-5736652222,-0.953,0.171,0.769,0.06,665,-1.023,-0.147
HSX,Real estate,VPH,2013,1709619602388,1617711168,197878381205,1474407352120,4508519264,81786128746,38951755820,21045094343,16727422258,1791405731134,1245027124606,1155224650605,89802474001,484614750982,484614750982,5724486363,,1791405731134,45776341957,1499538062734,1254315017,302086840000,302086840000,89000000001,122287217982,602989520937,3421367949,13365000000,VPH,31207638631,0,5061856325,,0,0,,,0,0,0,,0,423246956953,6275740412,0,13726177984,423246956953,-19347205220,403899751733,-347305269510,56594482223,-27167420402,-5364422037,-20848631976,16940185792,7558945394,-1864658519,5694286875,22634472667,-3799527101,-5298164971,13536780595,6275740412,VPH,-25012954029,0,,7261040183,-117726931953,-4277154137,379272728,9117100469,18270359278,214440492274,-116902844123,0,97537648151,-1918924524,3536635692,0,1617711168,VPH,22634472667,3656444635,25608171114,43697274,-324454209,711739,25012954029,62905819265,2887944238,-6297878381,-150915158243,4729261398,-28530558655,-2019758455,0,-486603120,0,0,-1176240000,14227380218,0,,0,-13726177984,0.342,0.407,0.18,0.413,659,1.295,-0.089
HSX,Real estate,VPI,2024,5259400630531,497531322936,1787187062077,2946725609428,27850032534,5879118781133,534884184735,1592252879397,153327634066,11138519411664,6064379225600,2105572833456,3958806392144,5074140186064,5074140186064,1060809082247,,11138519411664,134673119861,2959708271296,15177859740,3200495770000,3200495770000,3296632159633,86321582876,1252191005803,38341912157,0,VPI,106603556,0,316040808248,,215411986355,522736736121,,0,0,741727635035,745106520825,0,0.0174220559383201,1897330935760,328474750222,-0.338052843426392,311774530910,1897330935760,0,1897330935760,-1577562566026,319768369734,-193538623231,-7468855667,-137181726801,346669777180,2407927411,-8659117146,-6251189735,340418587445,-58512253356,21993134234,303899468323,328474750222,VPI,-186448115484,53316082235,,-24575281899,138366384108,-25346324479,0,145063098843,248371471079,2531195634340,-2616302249901,0,-80606615561,306131239626,191400083310,,497531322936,VPI,340418587445,38255876893,-3778301475,,,-353271239327,193395030353,215019953889,-226367544472,681498605803,-209769974651,21521358696,-316665718231,-26870296926,0,0,-493548548556,646466720000,-36545718944,12282244215,4500000000,,,,-0.991,0.169,0.771,0.06,668,0,0
HSX,Real estate,VPI,2023,5950396721742,191400083310,2002118484725,3696784746577,54990352130,6580461333437,560009593400,1742583290768,151605257813,12530858055179,8564228587426,4674559465239,3889669122187,3966629467753,3966629467753,1222616335007,,12530858055179,107760220731,3709767408445,15177859740,2419996170000,2419996170000,3262826832127,1029153344586,2095649477706,59795502593,0,VPI,5103055000,0,716611946250,,228852945272,895308456121,,0,0,693258738199,705235411974,0,-0.152122784764524,1864841561755,496225033917,-0.0805370830343874,110344430639,1864841561755,0,1864841561755,-565517444833,1299324116922,-465496934003,-141050404283,-219362774767,615505943346,12927163763,-9959071934,2968091829,618474035175,-215890322643,48166293940,450750006472,496225033917,VPI,-458874243707,31747508838,,-45475027445,-1434050168656,-63877926370,0,70204997637,724082506301,1228137155674,-572449315209,-242767194903,412920645562,-297047016793,488447100103,,191400083310,VPI,618474035175,47821397833,3573211414,,,-130452259937,464642222118,1004058606603,85355457046,-1784570978526,-204251127276,53047254048,-406133459111,-181495921440,0,-60000000,-597950000000,891353006034,-472147571000,896500000000,0,,,,-0.366,0.18,0.419,0.401,683,0.625,0.022
HSX,Real estate,VPI,2022,5036551790344,488447100103,2514779671170,1925600120529,69349101387,6059438566904,583677499290,1439388210930,137829280907,11095990357248,7337283701064,2636373189554,4700910511510,3758706656184,3758706656184,999660328627,,11095990357248,110851184668,1938582782397,15177859740,2419996170000,2419996170000,3171571772379,579200051250,794742149056,79187862021,0,VPI,38375797155,0,733738898956,,243886140083,1332238720000,,663650385424,0,497036192887,517239059843,0,-0.175040430083521,2199424077267,539690100341,0.550245413317508,131045002225,2199424077267,-47338571505,2152085505762,-985119183235,1166966322527,-332215322683,-120349965835,-246068812632,613754703296,34061246337,-12291305597,21769940740,635524644036,-201776950355,58601858408,492349552089,539690100341,VPI,-325070147215,14377479694,,-47340548252,344501356810,-739650812798,0,78100024622,-1935451721629,1868315641404,-1053644018881,0,956671622523,-634278742296,1122725842399,,488447100103,VPI,635524644036,38948536520,161104796324,,,-145374721087,331464228864,1021667484657,438289203073,-518403034723,-64394800586,90688108915,-580282380243,-43083094121,19869838,0,-998114517155,123926272874,-502624140240,102911451068,142000000000,,,,0.439,0.466,0.18,0.354,684,0.805,0.013
HSX,Real estate,VPI,2021,6773335278465,1122725842399,2112436176148,3442824822548,95348437370,3062148422203,581116982486,1475585459675,162225723155,9835483700668,6441039128685,3564678539598,2876360589087,3394444571983,3394444571983,878794718679,,9835483700668,321775217751,3456060429744,15177859740,2199997800000,2199997800000,1356459758667,623229788682,1794476058596,159448549329,0,VPI,0,0,0,,202388728864,476500000000,,602524172261,0,483549760765,483549760765,0,0.227929528876364,2666099233796,348132041356,0.156884531643535,121115343820,2666099233796,-55502956125,2610596277671,-1968678565580,641917712091,-114448023256,-158161411974,-127036446764,383946114158,11943418228,-3632494834,8310923394,392257037552,-42815367744,-5291705920,344149963888,348132041356,VPI,-103911543417,20558940241,,-3982077468,539284086003,-89814992119,377272727,86924456519,-1211139873836,2107055488646,-1343025750319,0,764029738327,92173950494,1030551891905,,1122725842399,VPI,392257037552,20167132786,25150877336,,,-98392974515,114222193949,453404267108,448410869178,561503233095,-861278195272,169175944311,-132791545578,-99140486839,0,0,-42926272874,144272328767,-1361282148560,51309481704,0,,,,0.302,0.377,0.18,0.443,690,-0.137,0.017
HSX,Real estate,VPI,2020,5793508290074,1030551891905,2743285350525,1803209172020,212461875624,3910025543691,592298369920,982560562056,203388477425,9703533833765,6745309358118,4097496070262,2647813287856,2958224475647,2958224475647,735366093186,,9703533833765,333348711578,1803462117348,15177859740,1999999000000,1999999000000,1764608029283,1713379477818,1272254668888,202061871927,17000000000,VPI,4000000000,0,0,,200092592852,593772328767,,0,0,1708568275481,1708568275481,0,-0.329698314020963,2171215180594,300922029670,-0.405695761332052,107076767708,2171215180594,-6216267292,2164998913302,-1481688831813,683310081489,-212295313732,-78056460972,-122674187228,384536004400,4549214108,-2045065436,2504148672,387040153072,-80630296618,393925878,306803782332,300922029670,VPI,-204671567242,7175117135,,5881752662,1709766124421,-304649141564,1505318182,32106515465,-325093868828,1690998111739,-2920618874044,0,-1004620762305,380051493288,650500398617,,1030551891905,VPI,387040153072,22289233809,6776684837,,,-115901261302,209219625749,509424436165,-474605561140,358284651554,1835756550408,-121477759084,-265506024176,-132110169306,0,0,-432900000000,211762603806,-45940000000,213020835283,225000000000,,,,0.35,0.412,0.18,0.408,746,0.048,0.088
HSX,Real estate,VPI,2019,6158879451810,650500398617,3391545219583,2077233262413,24265638624,2813465653835,616432324941,558571736513,258933862531,8972345105645,6281177275026,3501093640894,2780083634132,2691167830619,2691167830619,851463063516,,8972345105645,109988516085,2077233262413,15177859740,1600000000000,1600000000000,2566577212271,647325183976,1695358189698,255667209789,0,VPI,15334932573,0,0,,216937977494,587500000000,,0,2333973122,1133671788850,1133671788850,0,10.4586791559553,3239161150882,506343401394,0.200872890505611,60644308875,3239161150882,-181896077413,3057265073469,-2224106078529,833158994940,-153781527414,-29551844411,-92867856064,633759798075,21943168628,-5649657754,16293510874,650053308949,-140112679122,944773344,510885403171,506343401394,VPI,-144653328081,16157722149,,4542001777,-760889155290,-612715830068,0,21246780897,-465490780900,4022166080511,-1984642449256,-256000000000,1781523631255,555143695065,95356703552,,650500398617,VPI,650053308949,12511091496,4711507469,,,-75677799608,144653328081,736251436387,-1159989484722,269105556648,-128578369499,-248061443284,-121792883016,-107823967804,0,0,-491200000000,232148217427,-28969949156,414000000000,0,,,,0.528,0.536,0.18,0.284,883,0.178,0.25
HSX,Real estate,VPI,2018,4015211353642,95356703552,1627394106681,2135542843755,134717699654,2707152526949,9309674601,607520379364,17084780305,6722363880591,4264795051302,2692437920739,1572357130563,2457568829289,2457568829289,624167654292,,6722363880591,157067654590,2135542843755,15177859740,1600000000000,1600000000000,1438093988394,132073528359,785155061933,10530654624,89500000000,VPI,22200000000,0,0,,210634385388,357283150000,,0,6554125681,1360513509770,1360513509770,0,-0.677100804985179,282681896124,421646125412,-0.0001701114798433,253795443364,282681896124,-24416721837,258265174287,182395692573,440660866860,-36538034145,-9723333581,-90006482110,570783296703,178387210,-20333930058,-20155542848,550627753855,-115295198649,-12093724,435320461482,421646125412,VPI,-35655683032,12594836315,,13674336070,-680929243529,-551969068906,2996000000,3079026682,-1208099429510,2398488368282,-788171824600,0,1658706543682,-230322129357,325678832909,,95356703552,VPI,550627753855,2788039564,10355035750,,,-266385879679,35655683032,333040632522,-843083577315,-951081757900,922706926829,-18339088676,-34369185610,-89803193379,0,0,-458283150000,105000000000,-374723772286,65801535000,48390000000,,,,0.419,0.455,0.18,0.365,811,-0.109,0.049
HSX,Real estate,VPI,2017,2587152868404,325678832909,1052138872856,1139158797762,47976364877,1150322026439,8728313318,504621036187,2917133936,3737474894843,1700670406260,1380227827235,320442579025,2036804488583,2036804488583,221423616164,,3737474894843,31508730321,1139158797762,15177859740,1600000000000,1600000000000,279008089025,1259762493,333924417620,2917133936,16565000000,VPI,22200000000,0,0,,192614081136,4000000000,,0,0,490002939575,490002939575,501542733,0.131465068963738,875449367754,421717864462,22.5650705583951,75629968273,875449367754,0,875449367754,-418689095089,456760272665,-26597116292,0,-52993550101,473159120539,80722152754,-31112075496,49610077258,522769197797,-103888652420,0,418880545377,421717864462,VPI,-26597116292,20359545994,,-2837319085,-413890640377,-23031766038,526363636,3950489413,-155265492989,1469508390855,-1412628125256,-244172000000,788450265599,219294132233,106384700676,,325678832909,VPI,522769197797,1778810535,0,,,-75354032098,26597116292,475791092526,-510172922998,-7754569461,-271093845898,909390605,-26597116292,-73295431859,0,-1677237000,-23200000000,1825000000,-279406400000,164070820000,975742000000,,,,0.591,0.566,0.18,0.254,778,0.172,-0.043
HSX,Real estate,VPI,2016,2319117075857,106384700676,1002515092238,1146252897520,63964385423,374394216626,13074471331,205612870977,1378404241,2693511292483,2330006226027,1882664081595,447342144432,363505066456,363505066456,54423811031,,2693511292483,38873781189,1146252897520,15177859740,262200000000,262200000000,59423508000,1965606017,547520192225,1378404241,16565000000,VPI,0,1825000000,0,,24090148300,10200000000,,0,0,112927022000,114752022000,0,2.13290289677315,773730795380,17895888044,6.10635017005196,2058095413,773730795380,-1626530304,772104265076,-672176422868,99927842208,-19261213689,-2281949493,-31897683635,32886365403,1657427730,-5369547026,-3712119296,29174246107,-7222700653,0,21951545454,17895888044,VPI,-19261213689,-15658725401,,4055657410,-230382064563,-8355287284,630000000,2058621426,116590136967,975642667579,-774493860868,0,201148806711,87356879115,19027821561,,106384700676,VPI,29174246107,2321147097,0,,,-2412987432,19261213689,48343619461,-566523887033,-10224542956,329574553874,2036577876,-31251385785,-2337000000,0,0,-12751984945,2551984945,-177050697175,309507500000,0,,,,0.098,0.251,0.18,0.569,708,-0.493,-0.141
HSX,Real estate,VPI,2015,1620261563262,19027821561,374661021180,1136028354564,90544365957,490221839316,5703089740,357285706000,3435352117,2110483402578,1766580574779,1237610292448,528970282331,343902827799,343902827799,45168258122,,2110483402578,166515151106,1136028354564,15177859740,262200000000,262200000000,171756633000,75186388042,234038260514,3435352117,227495000000,VPI,0,1825000000,0,,13743464230,0,,0,0,82927022000,84752022000,0,0,246969287231,-3504633926,0,2519412878,246969287231,-23636412003,223332875228,-202852147118,20480728110,-9200997086,-2991684863,-10688948091,118510948,63666877,-3200110695,-3136443818,-3017932870,-842593250,1282104,-3859244016,-3504633926,VPI,-9200997086,0,,-354610090,-554847643976,-4449099091,530000000,2519412878,359485890187,682695996493,-508247358050,0,174448638443,-20913115346,39940936907,,19027821561,VPI,-3017932870,1266429581,0,,,-2519412878,9200997086,4930080919,-143007610924,-581231178100,181566676824,1717710179,-12665533322,-6157789552,0,0,0,0,-117694423600,478580000000,0,,,,0.52,0.522,0.18,0.298,706,0.422,-0.078
HSX,Travel and Leisure,VPL,2024,25507217000000,1889379000000,15601105000000,5851593000000,603788000000,50975924000000,33100808000000,1365834000000,5751811000000,76483141000000,44999176000000,30403183000000,14595993000000,31483965000000,31483965000000,3071173000000,0,76483141000000,1246065000000,5851593000000,2177000000,17232122000000,17232122000000,9414227000000,13573064000000,3459311000000,694319000000,1365834000000,VPL,1561352000000,4879275000000,579546000000,,2771000000,12464401000000,0,,4922552000000,269224000000,5148499000000,,0.552913074088093,14388176000000,2549724000000,2.80185848994709,4264321000000,14388176000000,-12027000000,14376149000000,-11513069000000,2863080000000,-1740331000000,-617569000000,-1664478000000,3105023000000,47862000000,-212631000000,-164769000000,2940254000000,-784069000000,393849000000,2550034000000,2549724000000,VPL,-1325781000000,0,0,310000000,22408954000000,-3533336000000,87694000000,181982000000,-36275238000000,14803388000000,-16719357000000,0,13701037000000,-165247000000,2056552000000,-1926000000,1889379000000,VPL,2940254000000,3426825000000,-23975000000,151702000000,0,-3965564000000,1325781000000,3855023000000,1336928000000,567912000000,17786338000000,-3279000000,-1018441000000,-115527000000,0,0,-27736834000000,10377704000000,-16026266000000,373818000000,15617006000000,,0,,-0.127,0.18,0.263,0.557,573,0,0
HSX,Travel and Leisure,VPL,2023,13955835000000,2056552000000,6125353000000,3109895000000,1126928000000,30116895000000,23473776000000,1241713000000,741259000000,44072730000000,30755907000000,23395359000000,7360548000000,13316823000000,13316823000000,521449000000,0,44072730000000,553196000000,3109895000000,2177000000,15041382000000,15041382000000,91600000000,443673000000,13856491000000,703050000000,1241713000000,VPL,1537107000000,0,586150000000,,2359000000,0,0,,0,80540000000,80540000000,,0.291507643430363,9265281000000,670652000000,-0.841461448522462,8727960000000,9265281000000,-11178000000,9254103000000,-11823195000000,-2569092000000,-3898466000000,-604943000000,-912748000000,742711000000,111371000000,-87772000000,23599000000,766310000000,-95317000000,-370000000,670623000000,670652000000,VPL,-3080645000000,0,0,-29000000,-9041314000000,-1821573000000,94277000000,220916000000,-1152361000000,79526982000000,-77543959000000,0,11982999000000,1789324000000,266048000000,1180000000,2056552000000,VPL,766310000000,2252425000000,-189855000000,300845000000,0,-3635781000000,3080645000000,2574589000000,2713328000000,413543000000,-7932402000000,92707000000,-1986432000000,-3108000000,0,0,-28864662000000,21813266000000,-1050000000000,8455415000000,10000000000000,,-24000000,,-0.011,0.18,0.188,0.632,585,0.116,0.021
HSX,Travel and Leisure,VPL,2022,19397769000000,266048000000,8465092000000,2571783000000,1897465000000,36605438000000,27196060000000,1681713000000,709469000000,56003207000000,47533146000000,26082267000000,21450879000000,8470061000000,8470061000000,-19238848000000,0,56003207000000,631830000000,2571783000000,10994000000,26525322000000,26525322000000,13687954000000,535167000000,8815963000000,670329000000,1651713000000,VPL,6197381000000,0,753317000000,,4342000000,300000000000,0,,0,1257279000000,1257279000000,,-0.487678327869833,7174004000000,4230214000000,1.89809227675468,13472335000000,7174004000000,-1274000000,7172730000000,-11290707000000,-4117977000000,-3066850000000,-496481000000,-1378007000000,4413020000000,64217000000,-231642000000,-167425000000,4245595000000,-6513000000,-9418000000,4229664000000,4230214000000,VPL,-2419597000000,0,0,-550000000,-7765100000000,-4856234000000,43086000000,959220000000,19412788000000,56425087000000,-68001005000000,-2125000000,-11578043000000,69645000000,195966000000,437000000,266048000000,VPL,4245595000000,2345754000000,230183000000,345843000000,0,-10048184000000,2419597000000,-461212000000,-3642163000000,-57407000000,-1600543000000,-115880000000,-2643937000000,-5387000000,0,0,-24867895000000,34703763000000,-897999000000,14328847000000,0,,0,,0.393,0.437,0.18,0.383,601,0.404,0.038
HSX,Travel and Leisure,VPL,2019,11184366000000,447452000000,6964003000000,654662000000,544558000000,29655742000000,14211656000000,10009195000000,1107110000000,40840108000000,37313115000000,10012546000000,27300569000000,3526993000000,3526993000000,-4495521000000,0,40840108000000,603399000000,654662000000,10994000000,6511596000000,6511596000000,23533647000000,380873000000,4630926000000,885195000000,8959648000000,VPL,2573691000000,0,1101423000000,,332683000000,0,0,,184408000000,3109000000,3109000000,,-0.0806605391965857,14002929000000,-4710222000000,-13.8688438942345,282080000000,14002929000000,-16656000000,13986273000000,-13912620000000,73653000000,-1829943000000,-583567000000,-1957709000000,-4708036000000,56388000000,-52513000000,3875000000,-4704161000000,-59827000000,9801000000,-4754187000000,-4710222000000,VPL,-1784927000000,-692550000000,0,-43965000000,-8687016000000,-2785924000000,6350000000,327080000000,328845000000,24958915000000,-14861500000000,0,7003666000000,-1354505000000,1804829000000,-2872000000,447452000000,VPL,-4704161000000,1604428000000,192447000000,-3771000000,0,472728000000,1784927000000,-653402000000,-4911746000000,254424000000,-2125058000000,469149000000,-1560652000000,-157302000000,-2429000000,0,-3814133000000,8976336000000,-4585560000000,2204696000000,0,,-3093749000000,,0.293,0.372,0.18,0.448,606,-0.1,0.034
HSX,Travel and Leisure,VPL,2018,13428794584027,1804828931395,7455779611354,901808994731,635483061149,28122543484740,15418165144991,8075180909909,1397572144517,41551338068767,30497625564698,8240133745882,22257491818816,11053712504069,11053712504069,116088831498,0,41551338068767,569495660833,901808994731,10994494000,6421595880000,7500000000000,18140485145234,937678559082,50000000000,1140678871494,6267411497936,VPL,2630893985398,0,1231529422093,,106574782547,5105000000000,0,,227642862229,6550285744,6550285744,,-0.188233796646843,15231510880391,366017494556,0.143068401805082,3068924633833,15231510880391,-46036927858,15185473952533,-13121097364181,2064376588352,-1156869842962,-715822335779,-2135012692099,515080229750,235382076390,-108560608734,126821467656,641901697406,-320878196521,45175336751,366198837636,366017494556,VPL,-966826120924,-610516121595,0,181343080,-1411004494569,-6002328629526,967492363274,331069632654,-13223798815793,26443658850573,-12557812933852,-350675900360,14506948706361,-127854604001,1925824481620,6859053776,1804828931395,VPL,641901697406,1546713384250,8916143785,126203408886,0,-2555032056128,966826120924,735528699123,300164914116,2672036153587,-4218026394087,214619124249,-1044356151008,-68517627495,-2453213054,0,-19565456948450,13051229736967,-6411229488901,4405424518189,971778690000,,0,,-0.816,0.18,0.712,0.108,618,-1.109,0.035
HSX,Travel and Leisure,VPL,2017,13357209845837,1925824481620,3041832917968,3652185541007,2195221567051,22812469777332,13128440463025,2550247620484,880194108975,36169679623169,25642455816846,18422328249592,7220127567254,10527223806323,10527223806323,86173614006,0,36169679623169,1225240082419,3652185541007,10994494000,5902117190000,6980521310000,601600000000,4079356076277,3517609978017,576541130660,155629562554,VPL,2542145338191,265768843419,559888245648,,194787127675,0,37650000,,270877944720,3904407864,269673251283,,1.25316828184784,18763420819288,320206117130,34.3001315556259,384302005295,18763420819288,-10101289478,18753319529810,-14512063748189,4241255781621,-505619988173,-1982562786983,-1039528847044,1059240690186,121678751454,-127619697708,-5940946254,1053299743932,-714893056701,-13870759279,324535927952,320206117130,VPL,-354100871406,-38605474530,0,4329810822,213826500946,-4568206098038,179732870506,308957915836,2495668654989,1533303870431,-3513254390021,-624623033476,-2597573553066,111921602869,1813902878751,0,1925824481620,VPL,1053299743932,694496792632,750178646,41285265295,0,-303808165448,354100871406,1840124686463,-322344821826,2320860001633,-1988397072176,-251275767495,-128833550848,-1256306974805,0,0,-10789448955618,15901391768188,-2203324789548,3666565943663,7000000000,,0,,-0.381,0.18,0.429,0.391,620,0.435,0.019
